,file path,Instrument,Dastgah,Sample rates,Audios,Chroma stft,Spectral bandwidth,Spectral rolloff,Mel Spectogram,rms,Zero crossing rate,Chroma Cens_0,Chroma Cens_1,Chroma Cens_2,Chroma Cens_3,Chroma Cens_4,Chroma Cens_5,Chroma Cens_6,Chroma Cens_7,Chroma Cens_8,Chroma Cens_9,Chroma Cens_10,Chroma Cens_11,Chroma Cens_12,Chroma Cens_13,Chroma Cens_14,Chroma Cens_15,Chroma Cens_16,Chroma Cens_17,Chroma Cens_18,Chroma Cens_19,Chroma CQT_0,Chroma CQT_1,Chroma CQT_2,Chroma CQT_3,Chroma CQT_4,Chroma CQT_5,Chroma CQT_6,Chroma CQT_7,Chroma CQT_8,Chroma CQT_9,Chroma CQT_10,Chroma CQT_11,Chroma CQT_12,Chroma CQT_13,Chroma CQT_14,Chroma CQT_15,Chroma CQT_16,Chroma CQT_17,Chroma CQT_18,Chroma CQT_19,Tonnetz_0,Tonnetz_1,Tonnetz_2,Tonnetz_3,Tonnetz_4,Tonnetz_5,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23
700,/content/drive/MyDrive/Final Project/D_5/I_1/oshagh.mp3,1.0,5.0,22050,"[-0.06080201 -0.01745964  0.07758773 ...  0.00120962  0.00116792
  0.00160134]",0.13586538,1491.4149323378838,3151.592757238596,0.74750423,0.044380505,0.10157390535079554,0.06651064556930551,0.0941560588222893,0.013777194767965302,0.048302739415270024,0.005260775236620066,0.001576051756520716,0.15843819954781985,0.267514840280051,0.04820797343279973,0.2538109036710711,0.23166063451601382,0.2119669562011971,0.1984236831139555,0.02809243807391156,0.02024676012660092,0.24734656104843303,0.013653492245732592,0.08074621824043267,0.32264704638118175,0.11611334522587889,0.14652003,0.17651026,0.10575238,0.13992749,0.08503323,0.09079786,0.24123654,0.37610447,0.14156246,0.37008855,0.31638566,0.3271317,0.2843588,0.13187256,0.10967561,0.3609279,0.09353466,0.17160258,0.43926764,0.19911672,0.2278323578006693,-0.10600931350382282,0.04051616599541431,0.02182644402110705,0.014951771159725452,-0.009172962505569586,-319.44443,75.97475,-60.425556,-2.7507448,3.2192175,-4.9762692,2.6244032,-9.47802,-7.922108,-5.4493704,2.0425513,4.444862,-5.3618407,6.680823,3.9436722,14.484506,15.693058,7.8365393,4.7283416,15.650247,9.404962,3.8699682,-13.246226,-19.232113
701,/content/drive/MyDrive/Final Project/D_5/I_1/Habib.mp3,1.0,5.0,22050,[0.00118122 0.00190222 0.00183085 ... 0.         0.         0.        ],0.17327052,1491.4149323378838,3536.3271841497726,0.505728,0.037088756,0.1341156509647972,0.08692527161125267,0.3111063861243006,0.2661894840356511,0.011515573938079794,0.06383642993057037,0.3015309864724483,0.15715745898922343,0.1105757384357414,0.201672967865037,0.11877535798255894,0.1152945053502582,0.01667790656996558,0.013248591661291118,0.40029240818007744,0.11930237355925284,0.04519576866730895,0.045876029382038185,0.08701790942439304,0.09405346384343288,0.017584205726163333,0.19973837,0.44911256,0.4015722,0.10947401,0.16580062,0.44471315,0.26288602,0.22182764,0.32827792,0.23774476,0.23076433,0.10943424,0.103029884,0.5498649,0.23391752,0.13384223,0.13961115,0.19266221,0.1910262,0.1192304,-0.283349307096643,-0.1993203038157006,-0.07010647367223587,0.18557216960676637,0.0010030916759738464,-0.01816354320160241,-331.7373,64.14266,-77.5566,-9.782497,-43.375652,-15.474975,-26.387014,-5.426741,-4.673067,-10.762602,14.328459,0.8331846,3.6910565,-6.1284556,-5.3462625,0.27982107,-6.6193013,-6.4843984,-7.630667,-4.316241,0.400668,-1.7452711,-1.1843671,6.422875
702,/content/drive/MyDrive/Final Project/D_5/I_1/sammer_habibi_Rohhab.mp3,1.0,5.0,22050,"[-0.00938097  0.01984489  0.06109028 ...  0.          0.
  0.        ]",0.12933242,1491.4149323378838,3459.454345703125,2.339628,0.09493934,0.13238670712425596,0.22016476725173276,0.00673500660750899,0.014705222101736106,0.17161432290934228,0.054676539833461636,0.09882428604310417,0.11431056417697329,0.09486321455401872,0.25875103739142236,0.03340835870780788,0.038929108135907525,0.26521398523138645,0.3968432062807325,0.04303670622407769,0.2180255216572273,0.0871427163359307,0.11183588655402267,0.06591717599452578,0.043005354548687064,0.05882199315218986,0.29355153,0.059725784,0.07696326,0.2191501,0.120428406,0.14101739,0.15664285,0.16764633,0.3447882,0.09860431,0.09677098,0.31739232,0.529763,0.10122711,0.3011407,0.16651323,0.16987938,0.1379822,0.100939415,0.12384132,0.09905446560838801,0.33385808579109866,0.15302864332498092,0.09671889059303268,0.03156228609446509,-0.045416649893590746,-271.2404,34.775833,-88.042694,-15.623201,-39.47602,-5.857038,-9.475864,-9.961144,-10.096937,0.88374317,2.6205523,-6.875158,-3.8572774,-0.53821814,5.1249566,15.184006,8.489112,16.737486,7.226728,6.3239627,-0.034133185,-3.2415118,5.1191907,-1.0638751
703,/content/drive/MyDrive/Final Project/D_5/I_1/Y2Mate.is - بداهه نوازی کمانچه در نوا - حسام اینانلو-ad4Aj6Xb3xk-160k-1658235502821.mp3,1.0,5.0,22050,[0.05632978 0.09750731 0.08880798 ... 0.         0.         0.        ],0.1418716,1491.4149323378838,3058.9979194972825,2.218205,0.085979454,0.11982886904761905,0.1316776155492311,0.02529781889264558,0.02050201323562941,0.300233897212311,0.106171909453225,0.015997736414604755,0.1445138131786175,0.33047336092399743,0.29210024681994345,0.09286761793806447,0.052081262138615025,0.11289531148464631,0.12764349292394953,0.009332975783652064,0.0811282462735833,0.3484076714593159,0.04522596121456403,0.03713234055809931,0.04667274785066425,0.053661744823262136,0.19908528,0.094285145,0.09960697,0.3991175,0.17758283,0.094246715,0.22653858,0.40486336,0.37920272,0.16530687,0.13602197,0.18872745,0.20174737,0.075547576,0.1470559,0.43499967,0.11341514,0.09855026,0.11808131,0.12719865,0.2545756793325935,0.02411875501575585,-0.14339963087086166,0.10448856510771415,0.001718839181512277,-0.021596585116296113,-280.15585,63.696415,-78.21736,-10.410742,-29.655647,-25.80662,-18.502373,-9.715924,-0.40049058,8.648038,9.0829525,7.7632065,1.5609553,-6.8866053,-11.528736,0.8007002,-2.0843494,-4.5793386,-0.75662285,8.453023,7.434423,6.3503084,6.237107,3.1544313
704,/content/drive/MyDrive/Final Project/D_5/I_1/5_1_1.mp3,1.0,5.0,22050,"[ 6.477846e-04  3.384008e-04 -7.367835e-05 ...  0.000000e+00  0.000000e+00
  0.000000e+00]",0.12942092,1491.4149323378838,4933.53094447633,0.62056285,0.06255078,0.23004355258470552,0.11033803521157337,0.01993645390219507,0.005250221895175696,0.12841824479572622,0.04155995784321215,0.06967204985039135,0.3314368306573175,0.034436186251822626,0.2292848568801772,0.16673114549283372,0.028839865429418996,0.26065882364112225,0.4031327216392156,0.018028766529841513,0.021538509749464325,0.103184726121967,0.008356085553796595,0.1044933515354235,0.1651983900058767,0.010949821922438024,0.12969509,0.06119175,0.05069876,0.16688326,0.07683577,0.09610946,0.40351176,0.07570789,0.27826375,0.20931485,0.07316914,0.30349046,0.42646295,0.063487545,0.058659807,0.13540024,0.039773908,0.114742674,0.14824964,0.04477296,0.18066449411396845,0.25513970706288086,0.2044507081317667,0.0803566688912495,0.06092867888873288,-0.08418392041531672,-332.45068,-11.60443,-49.837585,14.314528,-31.225414,-22.584223,-32.86744,-19.883394,-20.76172,18.547066,16.670952,9.641093,-16.61474,-21.52366,-31.45704,4.4289045,-2.212749,5.2664647,-6.811873,5.5587096,9.768802,6.7197123,-1.6067439,6.5282607
705,/content/drive/MyDrive/Final Project/D_5/I_1/5_1_2.mp3,1.0,5.0,22050,"[-2.9933022e-04 -2.7769108e-04 -6.2031198e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",0.13546413,1491.4149323378838,4352.573814048424,0.81868535,0.055512447,0.1583785934371872,0.023569928605856074,0.023655692655885446,0.026190706627472683,0.12726348446523333,0.0900725571215025,0.08948072666195707,0.1668998211410758,0.08923272293746284,0.11926372573459425,0.10476178448389778,0.05497046443402273,0.18869775141997772,0.431990992461495,0.04302148456325567,0.10372867858657693,0.30618394613673755,0.17426638360831545,0.02704546085402887,0.046193458180247,0.004577012413431407,0.08700325,0.093669325,0.09783017,0.2054914,0.14775138,0.13666737,0.24345943,0.14511548,0.1827315,0.16975254,0.12795892,0.21494693,0.51337993,0.11877095,0.16315627,0.3709594,0.2341374,0.08027603,0.09560063,0.06740215,0.26659092202150525,0.21504393988245696,0.07761182637688936,-0.023142081806441752,0.08448848209460978,-0.00807122912292721,-350.37796,21.35089,-46.34799,12.325398,-24.539131,-16.364893,-25.210361,-11.832178,-11.596826,3.6681564,-9.027289,-20.85643,-31.372467,-12.299389,-6.0220447,11.735413,7.974185,11.001472,2.405695,-1.7108274,-5.7274323,6.612832,7.340891,9.1859455
706,/content/drive/MyDrive/Final Project/D_5/I_1/5_1_3.mp3,1.0,5.0,22050,"[-1.7803119e-02 -2.6930969e-02  3.0562427e-04 ...  1.8856245e-07
 -4.7243472e-07  5.9873281e-07]",0.12771201,1491.4149323378838,3639.8859037769785,0.8263967,0.049232654,0.10345502894559352,0.04805717883461946,0.0011928245216725629,0.014783032219070414,0.1865102110257087,0.0749562849683875,0.0743317794406834,0.10258653695948083,0.1167375655064526,0.21785690472721006,0.07252528080663986,0.03469132974365839,0.29281249158599243,0.47081541309485164,0.01834909585116571,0.04085660157958257,0.18157146130191604,0.10642577757418646,0.02832230724932463,0.052453588974856684,0.05000030684875094,0.07537761,0.04925983,0.064325325,0.21327513,0.11515179,0.10427195,0.15139881,0.14363936,0.24785367,0.10613875,0.0838581,0.2884097,0.5916011,0.068484,0.085554644,0.22708672,0.13398123,0.05968039,0.09046255,0.0794827,0.279595294887814,0.33190633319324764,0.19619876728183733,-0.03511600019937969,0.0838120403523914,-0.06577359500471736,-333.83267,36.327866,-49.967094,12.75388,-20.989248,-13.234544,-23.78379,-18.280836,-21.928675,-10.863699,-16.451677,-16.611416,-20.562767,-11.044463,-8.843393,9.020198,9.208054,14.574053,0.93861204,5.5463533,7.261285,4.895809,0.43204668,7.2293024
707,/content/drive/MyDrive/Final Project/D_5/I_1/51.mp3,1.0,5.0,22050,[0.00102551 0.00190446 0.00206782 ... 0.0011135  0.00149582 0.        ],0.14414221,1491.4149323378838,2915.2453868353546,3.6110058,0.10298765,0.10679527168843284,0.29942938533892066,0.005002163449792192,0.009540327570672988,0.25645132878052423,0.1601711210760248,0.1848984180606469,0.11749258759283925,0.10897621984484149,0.21650331409439866,0.04221913440655962,0.025934254939563202,0.131056475705289,0.25410322306709354,0.007566757322326183,0.09502006317448024,0.13483276181138673,0.16473974079137743,0.09308565982679447,0.03499207123623525,0.07102819999718865,0.39575994,0.075034454,0.077952236,0.3501863,0.23378249,0.2661489,0.19750385,0.19775964,0.3164127,0.11439304,0.103577465,0.19454697,0.33656424,0.07504231,0.16346705,0.22699215,0.2182007,0.15857327,0.114932515,0.14324537,0.08050774830895083,0.3083456540971496,0.08524809244964522,0.023107907788327043,0.0034954600909404836,0.03396550591923868,-246.08054,71.53446,-87.4631,-23.643255,-37.86809,-15.865947,-9.789425,-9.912753,-5.513741,-1.170051,7.0718603,0.87121093,-0.035594393,-1.1201618,0.37121516,3.4138927,-8.410301,-5.0966167,-4.888148,-2.3810475,3.1050823,4.358714,9.165915,6.3246846
708,/content/drive/MyDrive/Final Project/D_5/I_1/kamancheh.mp3,1.0,5.0,22050,"[-0.05518633 -0.1059638  -0.11942137 ...  0.00028068  0.00029392
  0.0001476 ]",0.17032726,1491.4149323378838,3025.953482736337,10.591555,0.17681515,0.0881758249366955,0.14477973768798405,0.06857882601884059,0.010847465595456433,0.27844245637383447,0.2810526521597049,0.016678466628523934,0.08995796605114587,0.2565101642567802,0.10244173297576104,0.09650628251765492,0.18487850968979888,0.1083125837308008,0.08239633078572038,0.023229785294159953,0.017140821115917988,0.37958400574272694,0.12131874531470285,0.03316913110729271,0.04156790144874144,0.09205543753752002,0.2707644,0.16701679,0.1175377,0.39724067,0.38744244,0.119670555,0.18782687,0.36876312,0.20766999,0.20580271,0.29227945,0.23339885,0.1885292,0.13298403,0.12288981,0.5157512,0.22355893,0.12826392,0.13369027,0.18993568,0.22536897366658623,0.11153304699367346,-0.09979733505247403,-0.10537387145783271,-0.013400887912277205,0.03940165013033958,-175.39502,89.824554,-51.385223,-0.29304138,-20.176449,-22.515238,-20.352047,-19.331844,-18.851465,-1.3432465,-4.480853,-7.983714,-14.505297,-9.652215,-17.48262,-7.329823,-12.102078,-15.106737,-10.107302,-5.0488834,-5.6350064,1.1103604,-1.8437665,6.32851
709,/content/drive/MyDrive/Final Project/D_5/I_1/Mehrdad_Mirzaee_دو_نوازی_کمانچه_دستگاه_نوا.mp3,1.0,5.0,22050,"[-0.11167907 -0.13650365 -0.07617722 ...  0.0015387   0.00155431
  0.00142601]",0.1704912,1491.4149323378838,3046.621691708637,1.9405863,0.07066901,0.08852285007534899,0.12970519143889553,0.20005147460681533,0.2717663913547115,0.06806173832061672,0.04782790219897189,0.39579816967753517,0.22373897589391917,0.012090626882813529,0.0628521126511778,0.18938179325747695,0.16038119541031107,0.0904308123414243,0.03904873637832054,0.04932442467237147,0.09655204197850613,0.029862639086078002,0.07222197857437221,0.4326738254914508,0.01905760360696838,0.039693445405246046,0.27329296,0.35069486,0.4312606,0.20540291,0.1859792,0.55992424,0.3554021,0.13791482,0.19853754,0.33344448,0.3002994,0.23435827,0.18153259,0.17095408,0.22635049,0.16695265,0.2216757,0.62009525,0.1463598,0.15179121,-0.34070490588962526,0.0649106810577842,0.006912328948196785,-0.13224286733550963,0.0705243509958943,0.04688596476329928,-252.53513,107.029,-48.576214,-7.5859675,-50.339783,-13.680924,-14.790338,-3.9429235,-4.8954134,-8.536691,6.1258507,-2.4612315,4.8534365,4.4929442,-2.609612,-3.7922208,0.32197472,2.9104571,-10.391912,-10.0769615,0.5322553,6.367664,6.431207,2.276211
