,file path,Instrument,Dastgah,Sample rates,Audios,Chroma stft,Spectral bandwidth,Spectral rolloff,Mel Spectogram,rms,Zero crossing rate,Chroma Cens_0,Chroma Cens_1,Chroma Cens_2,Chroma Cens_3,Chroma Cens_4,Chroma Cens_5,Chroma Cens_6,Chroma Cens_7,Chroma Cens_8,Chroma Cens_9,Chroma Cens_10,Chroma Cens_11,Chroma Cens_12,Chroma Cens_13,Chroma Cens_14,Chroma Cens_15,Chroma Cens_16,Chroma Cens_17,Chroma Cens_18,Chroma Cens_19,Chroma CQT_0,Chroma CQT_1,Chroma CQT_2,Chroma CQT_3,Chroma CQT_4,Chroma CQT_5,Chroma CQT_6,Chroma CQT_7,Chroma CQT_8,Chroma CQT_9,Chroma CQT_10,Chroma CQT_11,Chroma CQT_12,Chroma CQT_13,Chroma CQT_14,Chroma CQT_15,Chroma CQT_16,Chroma CQT_17,Chroma CQT_18,Chroma CQT_19,Tonnetz_0,Tonnetz_1,Tonnetz_2,Tonnetz_3,Tonnetz_4,Tonnetz_5,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23
100,/content/drive/MyDrive/Final Project/D_0/I_5/shoorafarin_shor_tar.mp3,5.0,0.0,22050,"[-0.00079176 -0.00779105 -0.00768571 ... -0.0001628  -0.00010672
  0.        ]",0.26941013,1908.5646381913928,2120.9026619174283,0.3588538,0.033474926,0.06098421307347462,0.35582729927021045,0.16542335106104486,0.08113839365876246,0.09921433123464717,0.13732274125064392,0.23149338079632717,0.13800469487800032,0.10388456743574813,0.18250044335694016,0.1609742773436853,0.02710933551067953,0.1691030102626067,0.3898755604126392,0.06412417421554675,0.07021011969577415,0.0824699650814676,0.07054288441214068,0.14085720701681906,0.14548763439345755,0.10481559943708517,0.6330489,0.39610475,0.29920515,0.32966244,0.36393946,0.4819137,0.37424648,0.33132014,0.42138547,0.39194128,0.24324267,0.39762622,0.63478595,0.2882444,0.27209392,0.3141853,0.2830456,0.36950892,0.36893052,0.33151725,-0.00937748478960045,0.17423488488798264,0.07079969522442141,0.07906602201976776,0.02033885523015358,0.014526542217367149,-323.1869,163.96793,-24.556627,24.78414,-2.5006683,4.0053535,4.8419123,4.9501405,3.3142579,3.1254199,-4.698335,-5.774066,-0.18714996,-2.44315,-2.8663728,-3.303796,-8.256217,-3.2445786,-0.6565808,-6.56825,0.07278947,2.6974711,-0.80136484,-2.9370158
101,/content/drive/MyDrive/Final Project/D_0/I_5/Gole-Gandom (1).mp3,5.0,0.0,22050,"[ 0.01809229  0.00178223 -0.00203902 ...  0.          0.
  0.        ]",0.20410988,1908.5646381913928,2845.8464637169473,3.4958534,0.10914674,0.05554950420673077,0.06673158666342256,0.1512345087933649,0.3812771799815419,0.23933520824166288,0.1777607578878756,0.06713228089426553,0.08018651459776052,0.3102463741925608,0.052314712424342984,0.10213717520598897,0.08989896095505369,0.06448574129965531,0.24691593345579083,0.09381926964261893,0.12141341691853307,0.09470731105972022,0.154454444773371,0.055183824616217854,0.09376507267240437,0.1767838902682336,0.24611406,0.32527593,0.5417944,0.4006034,0.3484198,0.24804154,0.22712651,0.49261174,0.20362878,0.2636843,0.25846618,0.22594933,0.41953897,0.26072422,0.28315568,0.26213768,0.33074918,0.24188481,0.27082455,0.35765257,0.13846253427616537,-0.0914787166226128,-0.007354240220009957,0.06562594358488144,0.05509783358024495,-0.06463683802907277,-192.61708,119.71202,2.0055172,16.221537,-12.264386,6.29333,-11.071308,1.7570373,-12.525022,-1.2806047,-6.437741,-2.525007,-14.865104,-4.4818535,-16.162716,-8.215849,-18.33941,-9.8603735,-7.5616617,0.18640466,-6.440323,0.9337135,-5.3828297,0.6744347
102,/content/drive/MyDrive/Final Project/D_0/I_5/MouyeSepid(Golpa).mp3,5.0,0.0,22050,"[-0.04451743 -0.06932916 -0.07916086 ... -0.01663596 -0.01459112
 -0.01453841]",0.21206324,1908.5646381913928,3188.5425730175903,2.3000672,0.09750655,0.07537269394929921,0.15178544526167828,0.2506855611282801,0.2668607475241357,0.24935008944941914,0.11274123902433769,0.08565010593437293,0.05242518048870071,0.027165539495125755,0.10577827399844747,0.1915934481856349,0.11393053260614572,0.16329624723090247,0.15659842117704253,0.25112155453461266,0.15186490079750742,0.06310555939013532,0.06170793728274499,0.16372766173380443,0.07486754067261081,0.0442765468029148,0.34960955,0.4464712,0.469057,0.44377756,0.30363154,0.27673435,0.2283219,0.20286922,0.28441608,0.39098784,0.2944189,0.36288023,0.35031736,0.44870612,0.3403315,0.24081387,0.22885288,0.35391754,0.24920715,0.22041298,-0.09606370533707324,0.04882349654347378,-0.0742250294682593,-0.01141340032818448,0.006343138469699871,-0.025944208211435657,-178.12271,128.6318,-25.203959,47.19469,-5.4512815,1.6785827,-6.29933,0.3289918,-18.808542,-1.7841098,-8.415914,-2.0066066,-12.685626,-0.43079746,-8.988579,-2.2433867,-11.494312,-2.0670345,-7.0320597,-2.1716528,-4.611285,-0.46053103,-3.3236573,2.377598
103,/content/drive/MyDrive/Final Project/D_0/I_5/Parandeh (Iraj)delkash.blogfa.com.mp3,5.0,0.0,22050,"[-1.4056386e-01 -2.1260357e-01 -2.7857512e-01 ...  2.9587509e-05
  2.2622637e-05  0.0000000e+00]",0.2095139,1908.5646381913928,3223.327142473422,18.88137,0.28996038,0.1062568366001753,0.13559803721091018,0.22913298939667834,0.2325374469103707,0.2183358243918276,0.13370692548682564,0.142823356891929,0.24206933338126113,0.1354766521238485,0.08042621085574216,0.04840404963777051,0.05099936955945474,0.0778529554276268,0.025819237723778553,0.0438630225850017,0.23136491749514176,0.1760840767164779,0.19312782658274544,0.18663978231098843,0.1333193768609935,0.18003122384543457,0.36462846,0.4403529,0.4559035,0.44650012,0.35128516,0.36718506,0.47382024,0.35085335,0.29312107,0.2737534,0.26602182,0.2882958,0.22559851,0.25476938,0.46516928,0.38608345,0.42763382,0.422935,0.35240978,0.4196483,0.027704084555324828,-0.020797796035448794,-0.03930734860716327,0.023994869376336107,0.019013915410001685,-0.00020301127574311377,-61.235283,168.56763,-93.26088,59.663193,-23.763296,-5.450728,13.746992,-19.19773,5.279169,-10.173413,0.40731043,-2.8643942,-7.731021,0.20552427,-6.1968474,0.8875686,-3.2185862,-2.8849635,0.5870881,-2.9781847,3.7147334,2.198379,0.19607992,1.3485754
104,/content/drive/MyDrive/Final Project/D_0/I_5/tarkibi.mp3,5.0,0.0,22050,"[ 1.3331946e-02  5.3709042e-03 -1.4967207e-02 ... -1.3391914e-04
 -4.7816382e-05  3.5699464e-05]",0.19589017,1908.5646381913928,1460.361479585949,0.75677043,0.05350935,0.06168891116269255,0.3375286524663588,0.053691555628927794,0.013179245834979819,0.13450356301323543,0.04011319041223009,0.035586800541769555,0.18760851062407105,0.018739238376710304,0.025723724551489222,0.006078441704740268,0.0,0.1754612421990058,0.34826837795841104,0.22460939999571208,0.28815665251789596,0.05796690515909507,0.2860538384957807,0.2194093222532761,0.19274591230433158,0.23084198335130554,0.5419832,0.23091054,0.15729938,0.31445014,0.2035553,0.19232115,0.37623575,0.19291675,0.17840771,0.10901024,0.12113052,0.35538757,0.5345019,0.37920073,0.47016492,0.21603175,0.48688483,0.39573067,0.36850032,0.41152635,0.04328873332912944,0.19186607260386274,0.16146756904206547,0.09261698294498731,0.027264366180585083,-0.02510719969477313,-334.17368,204.86284,-53.180794,-49.224487,-7.466597,-48.750256,-42.0839,-9.136052,-23.567696,-33.95851,-13.585745,-6.424769,-13.887731,-4.902873,4.4220333,-1.5637407,-0.11346604,0.4403512,-12.437236,-11.63993,-2.974344,-6.0124817,-3.4194925,1.3804414
105,/content/drive/MyDrive/Final Project/D_0/I_5/notdoni_تصنیف_ما_دگر_در_دستگاه_شور_برای_تار_و_سه_تار.mp3,5.0,0.0,22050,"[-4.2740371e-02 -5.1281635e-02 -2.3994200e-02 ...  2.3169203e-05
 -1.7251475e-06  0.0000000e+00]",0.16198415,1908.5646381913928,2877.098760682213,0.57811254,0.047163513,0.1005897094679413,0.000805975849873557,0.016573697523929187,0.14863152825411774,0.0005342987923621137,0.07232168188784958,0.07184412045089217,0.14567758966948663,0.12843969572791994,0.09086078670940247,0.12851065378749232,0.6882042407176889,0.061534464351168494,0.21634907948454465,0.09383175019280388,0.09968783605134998,0.21142717077852702,0.022299288436268102,0.0018395804289973354,0.22089198064628912,0.13309070579537094,0.08711438,0.11558119,0.21699797,0.10216609,0.18199125,0.18232006,0.24254881,0.23300467,0.19988301,0.22319224,0.7863073,0.17152649,0.32382515,0.19066167,0.18333212,0.30485895,0.13230991,0.09278837,0.31324682,0.2283365,0.09390045680840492,-0.38715457717938195,0.024572169798860673,-0.23667437318685897,1.588899576782457e-05,0.10325852306524609,-279.98233,108.3743,-40.24324,15.283591,0.7005472,-9.039028,-22.42737,-17.910933,-8.652303,-16.11411,-19.027073,-2.097394,-16.099083,-12.513146,-14.215802,-0.5874695,1.3994474,1.283533,-8.385684,7.866029,-3.9182713,-14.878048,-16.018927,1.4110229
106,/content/drive/MyDrive/Final Project/D_0/I_5/index.html_VALID=TRUE_attid=99620_VALID=TRUE_q=10_g=115687_t=1_w=4.mp4,5.0,0.0,22050,[0.00228816 0.00310355 0.00230376 ... 0.         0.         0.        ],0.17916065,1908.5646381913928,1491.5572861897638,1.699361,0.06621111,0.054922932667274146,0.16953759852235006,0.06873431631215877,0.03110410761144929,0.22785877587063993,0.18973799643205894,0.049838866819130814,0.10864999619458775,0.1843147452700242,0.07657228434120311,0.07566584338195068,0.03873645858090081,0.043855575579788614,0.17793065652628673,0.0627694242266458,0.1549877628875478,0.38324843372316736,0.2615517650827324,0.11966817167119007,0.18027427335909868,0.04143776939658152,0.3500379,0.21842486,0.20044793,0.4140703,0.36874568,0.21688624,0.27849492,0.35898408,0.23778298,0.23516588,0.21258068,0.20998465,0.35617995,0.22690272,0.3262732,0.5924601,0.43147147,0.2851448,0.35690662,0.20313263,0.16426626154196247,0.08155690838446963,-0.05069712357193802,-0.04324148069934395,-0.008240645952213901,0.013639774735770077,-305.41418,145.09612,7.8687835,-13.476286,-9.162648,-10.220091,-15.797935,-4.878854,-11.319433,-3.435312,-8.815492,-8.065819,-6.2756805,-4.0635896,0.552166,6.842734,0.28922066,-2.5257442,1.682192,-0.36023423,-0.7378761,1.952507,7.836206,4.196159
107,/content/drive/MyDrive/Final Project/D_0/I_5/index.html_attid=14932_VALID=TRUE_q=9.mp4,5.0,0.0,22050,[0.00148007 0.00653215 0.01790135 ... 0.         0.         0.        ],0.24018787,1908.5646381913928,3894.302812316608,4.9462867,0.14185926,0.08460558362472287,0.19993539421654127,0.0510447735529485,0.10107636241897422,0.27392922810961395,0.0661619089791296,0.05755098205879433,0.3636096497602184,0.273695287417639,0.07708070717653488,0.07764579253916468,0.06009781455014704,0.161729281271109,0.104746759562477,0.01850364814184409,0.08817828718402825,0.19359781728924172,0.010746473218374982,0.040293069281728135,0.24418102867517377,0.12136614615307403,0.40941507,0.2692924,0.30542055,0.5038085,0.27513605,0.2579957,0.6107269,0.48816118,0.26676583,0.27533802,0.2714496,0.37340787,0.3099925,0.23524873,0.2797774,0.40136296,0.2031758,0.23727134,0.44918728,0.3228643,0.27065732232518547,-0.009708177299624155,0.03193303324731739,0.13007467613043144,0.016659180522431195,-0.022717016970467397,-136.52716,114.166664,-0.5521204,40.741386,-1.2701278,16.993359,-3.8024235,0.7412238,-6.2043242,4.8084316,-6.931491,5.431616,-7.373049,-1.5628262,-5.198761,1.6453844,-5.2261205,1.2669457,-4.632653,6.733059,-0.97491556,5.6348634,-3.6586204,1.6291844
108,/content/drive/MyDrive/Final Project/D_0/I_5/index.html_attid=369189_VALID=TRUE_q=11.mp3,5.0,0.0,22050,"[-0.01539343  0.00159605  0.03798224 ...  0.          0.
  0.        ]",0.21293542,1908.5646381913928,2374.515171323858,0.6488465,0.050395116,0.0926258102039987,0.44250997608466347,0.048392016825433676,0.0026911803169563176,0.1779392491366561,0.04669651337827898,0.02357993386766311,0.06896079400889263,0.11727133353288,0.20739792366723997,0.05716637061881538,0.015054123668979158,0.10184774966512226,0.23512680111583642,0.007725328582607474,0.03659719738876967,0.26761856862238925,0.12653311207340276,0.39085700902790105,0.3436861866915735,0.20950506223622825,0.7079758,0.28320915,0.19535635,0.42214343,0.25963792,0.20490387,0.2957314,0.34680375,0.44706765,0.2865243,0.21553415,0.32945818,0.4827973,0.21119386,0.24953696,0.51585686,0.3538456,0.6412242,0.583615,0.42170855,0.12126068612342408,0.21891530237094048,0.034485612396663465,-0.00589735841420111,0.011332656728828638,-0.01031613716017258,-263.6139,167.8138,-78.99645,7.1651177,-19.612015,-14.614606,5.446553,-12.8096075,6.729983,-4.5511017,-8.279818,2.4508655,-6.821591,-3.6921184,-3.2393029,-6.738538,0.18844149,-6.3637786,-8.623654,-2.3108783,-2.6524005,0.7408983,-1.0346005,1.2547185
109,/content/drive/MyDrive/Final Project/D_0/I_5/index.html_attid=369190_VALID=TRUE_q=11.mp3,5.0,0.0,22050,"[-0.01806782 -0.03486573 -0.03600214 ...  0.          0.
  0.        ]",0.1840951,1908.5646381913928,2551.4224112484258,0.4671066,0.04375502,0.09598819488175203,0.35680897834750297,0.008178537841591855,0.0012488668497804517,0.04917898286343934,0.020148687915366337,0.030152636918347873,0.11491839618257071,0.05353798976053775,0.23022855181304408,0.030827484957902756,0.01366680382201743,0.14708757878497172,0.34658768381783445,0.025835729866215133,0.19894518204380263,0.13512391376373442,0.34438337597083896,0.37227533179275435,0.24974412033630602,0.17131400987673173,0.5936073,0.19561255,0.16824813,0.26218578,0.19061874,0.22349267,0.33862057,0.2706459,0.45830193,0.24640796,0.20789194,0.36176848,0.59982324,0.23750018,0.43737194,0.35009032,0.5743147,0.6099273,0.44449225,0.36797822,0.017670266156064006,0.26429274444421297,0.05173313414231959,0.025509777725062303,0.03168282165623342,-0.02333074105026574,-281.2731,158.90974,-72.65741,16.137417,-20.645363,-10.6864395,0.3441419,-12.361133,7.65596,3.9607613,4.412716,-3.9113264,-11.097022,-5.8853683,-4.835858,-4.753845,-2.4097316,-6.3008904,-3.609139,1.2929176,-4.6082764,-6.074914,-5.1577215,0.15088765
